"","Table 2#3#6U# Real Personal Consumption Expenditures by Major Ty","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212"
"47","36","  Transportation","DTRNRX0",674642,670772,681887,665287,673284,695544,676191,693630,696683,684441,698113,713546,697763,712092,719552,725727,724125,713631,719652,727647,724891,731433,733733,730812,754319,751283,761959,747369,743479,755481,769761,786693,768952,770853,790489,798315,778254,779918,783775,800483,824865,815012,804689,823096,843348,859454,855235,878750,842216,852169,851162,873174,883063,896346,891693,890158,887414,877537,876289,892511,904099,927377,912300,886629,896837,885044,885026,897555,916270,904726,896434,900385,897990,925195,913274,891432,899606,913425,906765,921022,887279,1021142,967589,906739,920950,938225,930394,951034,910604,932277,964650,986447,930900,915517,920230,960438,945333,926679,934098,954584,952607,957268,959688,996650,965716,962313,976567,967153,967681,969338,978419,968834,998338,952682,969772,968309,992151,981897,979554,990015,985154,970335,982461,1005337,969130,1005988,1055391,986111,944423,927520,945405,958143,963647,947355,949125,958702,946501,956279,977100,950253,961356,964988,961082,969618,965628,971697,961280,970343,977186,963437,960136,960508,979301,969274,953869,953619,943792,925094,934228,919095,906945,899621,866342,891265,863907,842763,834605,831006,847617,840091,835554,819505,835163,836298,848762,907277,813666,823232,831928,834577,827088,823731,853178,842270,845819,840761,844439,850183,858136,874465,865120,871992,876196,885450,872018,864216,851816,837013,852917,835900,863278,871128,870940,878205,884950,901787,883749,883454,880296
"48","37","  Communication","DCMCRX0",86846,87099,87522,88213,88730,89452,90303,91136,92020,92475,93310,94222,94433,95065,95886,96769,97702,98290,98619,98904,99537,100409,101273,102035,103004,103936,104855,105127,105886,106953,108631,109771,110929,112125,113102,113971,114412,114973,115541,115844,116549,117390,119165,120499,121335,121570,122594,123731,124550,126091,128034,130267,132333,134242,136375,138043,139018,140003,141530,143659,144994,146819,149230,152045,154347,156287,157646,159164,159820,160972,161664,161857,162481,162547,163524,164663,166276,167659,167903,168250,168035,167863,168223,168894,169136,169599,169780,171575,173055,171822,171723,171995,171920,172088,172279,172952,173917,174401,175000,175915,176998,177889,178736,179099,178972,179098,179526,180339,181250,182342,183664,185097,186480,187568,188550,189297,189834,190032,190082,190398,190827,191319,191863,192594,193319,193756,194122,194594,195110,195554,195960,196270,198934,200470,202378,204028,205530,206539,207230,208867,211195,213794,216246,218478,218954,220391,222577,225550,227507,228678,229167,229850,230803,232407,234405,236008,237483,237676,237565,237298,236941,236075,235497,234580,233426,231846,231549,230829,232501,232885,231705,231167,230354,229548,228413,228104,228080,228586,230035,231332,232928,234872,235972,237163,237981,238440,237966,238558,240404,242304,244273,246242,247221,248239,249378,250556,251131,251975,251128,251130,250958,252862,253606,254056,252045,251293,251160,251744,252316
"49","38","  Recreation","DRRLRX0",375209,372531,378890,378371,384898,391245,390080,394783,398755,398495,401308,404578,402552,404051,407972,412176,414685,420243,424027,424063,424543,428684,431008,436413,432560,439539,442546,443834,445401,448336,452532,455225,457637,459974,464396,466402,471859,474858,475958,480784,485563,488214,497201,500777,505526,510809,512497,518910,519157,528262,532152,536425,540289,544430,548726,556181,566301,569261,572394,581925,582268,588299,595761,595920,592830,594174,599096,600506,608442,607255,609968,610184,615363,611877,614485,616977,618838,618497,624487,626703,612146,624654,636556,639598,644771,647353,645169,652434,651988,651471,653587,656690,662002,663532,667727,671978,670688,668619,675851,679777,689538,695707,703277,716040,717242,724895,728205,732724,737858,746271,747642,749137,755714,755275,764845,767341,770781,773955,776139,784865,788531,799087,806002,811173,807598,818840,819198,824682,820713,835460,840428,840386,869782,861100,861975,870886,868770,871511,875340,879113,893147,899107,909799,920590,920791,915479,930853,927719,939387,938805,952142,956189,958421,961209,965470,972597,962835,960383,959421,965767,977041,974550,971310,959167,942480,928874,923057,915316,929346,921347,908742,912922,911254,909952,912951,922067,928376,927512,944180,950525,953710,962744,967424,973786,976349,987909,994081,1005303,1011120,1016853,1019503,1019403,1024572,1034687,1042615,1048372,1053128,1060474,1068757,1074709,1087301,1095381,1089851,1089801,1094622,1099617,1104415,1106456,1111347
"50","39","  Education","DEDURX0",164210,163548,163412,163984,164230,164340,164876,164722,165100,164936,165544,165738,166229,166134,166781,167562,168079,168201,168617,170138,169709,170260,170474,171346,171812,171412,171634,171670,171992,172442,172876,172910,173880,174427,175181,175316,175741,176691,176914,177159,177180,177653,177575,178277,178704,179074,179812,180678,180539,181276,181476,181739,181707,181990,182648,181397,182258,183449,184642,185463,184375,185930,186397,187232,187875,188389,188998,188715,189669,190093,190220,190043,189601,191810,192189,191776,192081,191508,191042,191222,190443,190291,189883,189710,189450,187432,187206,186944,186436,186125,186716,186726,186949,185778,185471,185063,185433,185393,185240,185759,186079,186565,186055,185715,185537,184909,184919,184365,184373,183872,183354,182644,182127,181635,181210,180875,180550,180694,180870,181563,181732,181818,181955,181453,181474,181687,181927,181984,181582,182083,182280,182638,182615,182720,182921,183056,183007,183011,182299,182170,182779,183498,184131,184186,184314,184227,184495,184575,185114,185293,185766,185484,185846,186468,186674,186596,186162,186054,186099,186531,186637,186799,187210,187746,187104,186868,186227,186051,186492,186609,186667,186464,185892,186007,185927,186799,186372,186389,186277,186968,187615,187838,188466,188678,189088,189191,189462,190124,189945,190214,190481,191221,191332,192110,192121,192329,192490,192573,192689,193698,193559,193779,194038,194301,194830,195263,195842,196711,197212
"51","40","  Food services and accommodations","DFSARX0",418839,412460,414952,416944,416479,414908,415700,417355,416993,415638,415509,416486,413596,415101,419166,417733,418718,417662,418641,417986,419300,420862,423780,422652,426868,426867,426083,426646,425667,427115,430137,432098,430792,428021,425752,430306,431912,432710,433782,436533,437524,440386,438234,438895,442298,444539,444716,448627,442518,446293,444572,447026,447172,447259,447056,447376,452439,458334,460284,459903,462889,465633,472469,470674,470737,471913,472004,470013,476300,474643,473316,465797,478654,473809,471840,468834,470815,470823,470065,474386,458413,463024,464190,473650,473463,475753,472180,478754,475809,477889,477914,478541,478720,476413,479432,481711,481628,480291,486018,486693,493235,495592,498382,503382,498844,505139,507179,503388,507891,510482,513871,511439,510974,512265,516542,514142,518446,519767,519658,525463,523326,529280,523268,531962,531603,534087,534537,535269,538737,537754,544185,542864,556075,547349,548713,548037,547083,546055,545069,550642,555316,554339,555331,565612,556908,553073,560617,555017,558400,559087,556919,559689,558578,562317,560705,567547,560836,554806,554538,559747,560384,557507,555433,554247,551043,549249,545093,543817,542528,539554,533826,534746,533700,531738,533740,532675,530553,529904,532365,535850,537115,544367,549055,549900,548487,549215,551578,553451,554691,556867,559467,558131,560689,568650,573440,568688,570366,568248,569853,570538,578065,579502,579892,582340,585731,586540,591790,591663,590492
"52","41","  Financial services and insurance","DIFSRX0",480906,482241,484318,486042,488748,489478,492030,491015,495355,492726,495455,500099,500607,503337,509080,506480,510612,510192,505648,505085,510304,509779,512961,514588,517458,518055,517357,515197,521302,519739,528103,533915,533405,538150,530820,534956,535380,541927,545159,549868,549398,561340,557879,563664,573611,572679,577950,580868,584650,581183,584348,595945,598720,600809,605690,611858,615431,618114,634551,642799,651201,664510,673286,668479,659667,666236,665025,667402,668900,669662,664759,672723,665363,655931,657898,660022,659308,659044,653785,656366,661300,666205,669753,671035,664499,663924,660391,657665,657388,660454,668411,658013,653480,656548,656305,650128,650727,649926,651955,650036,656385,661828,661418,660056,667122,665048,666747,668670,671935,670296,670858,673629,671074,669897,672640,673289,675324,680171,685219,691369,685290,687420,688602,694168,693398,698373,700637,705787,705637,703837,706853,711149,711925,713096,713003,713469,715912,713594,711547,714491,717404,719583,724603,728445,725997,730893,733652,735169,739430,742830,744084,748715,737921,741764,750695,746691,750255,745442,743060,739811,739009,735948,735508,727527,733668,724689,709682,703090,694569,694116,690630,683173,679835,676225,672769,671000,667913,662065,659011,661818,665724,668364,667051,671620,674281,666419,665178,666511,666078,665051,668320,669371,669948,675690,678412,677029,677772,676015,677442,690203,680719,676574,677170,679395,680443,683169,682761,683909,686054
"53","42","  Other goods and services","DOISRX0",428182,426241,428376,429457,431406,430698,432175,431630,434221,433370,436508,436880,436620,440853,444231,443674,446697,447053,446213,447245,449699,451099,451624,455375,452278,454463,454156,455352,455750,458402,461074,460746,464267,464867,467137,467686,471224,472454,473490,475409,476178,481000,481992,482313,480982,483076,484927,488617,492000,493520,496147,494266,495902,496702,498363,499505,501030,504446,505888,512038,509263,512024,510520,512802,517842,518729,520098,520315,524310,523304,522474,523524,524648,524937,523280,525184,525851,523070,525025,528655,525167,528232,530676,530572,531332,534588,535393,535661,535899,535330,534845,537832,536496,539589,541520,544885,546634,546805,548762,549543,553019,556494,559022,559779,560392,563007,565213,569796,569435,570216,570155,568568,569269,570284,572769,575282,577667,579678,580049,581293,584043,585953,585717,590741,587471,588318,584146,586458,583221,587712,589103,591693,593390,597589,598186,595769,598871,597693,597914,597459,597521,600352,603123,604716,602128,601760,604670,604678,605951,604665,606288,606798,607828,607043,606496,604283,603394,597671,603793,601984,603030,604425,604056,601247,594337,592411,587534,580335,579911,582251,577607,574254,570510,570555,569621,571511,571269,569577,569252,569753,575247,574793,575351,574879,576133,576337,576579,576547,578281,583095,583264,578590,580559,580156,584983,587657,587462,587668,585617,584980,584832,584077,582588,584087,586659,588575,586855,588657,591676
"54","43","  Net foreign travel and expenditures abroad by U.S. residents","DNFTRX0",-27384,-18770,-17881,-26950,-27406,-15677,-30077,-29151,-33434,-29754,-31866,-33986,-28505,-23016,-31194,-27607,-35094,-33589,-20864,-23020,-23666,-38495,-38792,-34062,-28148,-26167,-27403,-25776,-25549,-25119,-23006,-22714,-22241,-22625,-17965,-17089,-16230,-13674,-10408,-14779,-12519,-8314,-4819,-6210,-4815,-7213,-8561,-13853,-9221,-9371,-7817,-7337,-9860,-11177,-10106,-9304,-11915,-10067,-10540,-7986,-10796,-8845,-1857,-10666,-1553,-1654,475,190,646,1062,-293,-2135,-2395,-1375,-3435,11150,10110,6158,5740,4064,4548,1368,1130,1764,7202,8243,5539,6182,4039,5890,1979,-6010,210,-1920,-5225,-404,8544,5994,6483,5526,-4,3509,6273,6758,2788,-401,-1460,-153,6795,3538,1590,211,4736,5254,1303,3310,1334,1824,79,112,1641,531,413,-2514,-4651,-3783,-1936,95,975,1051,5049,3637,1920,6333,7060,6486,5290,7252,5844,4359,2632,961,-53,-868,1013,3535,-421,891,-878,598,-8623,-10606,-11126,-15150,-14992,-16164,-13721,-13998,-20690,-19074,-26203,-25592,-28749,-26779,-22066,-20701,-13631,-19354,-15683,-14642,-15195,-15480,-18079,-14755,-11702,-9601,-12317,-11665,-10580,-10823,-14534,-16983,-18877,-17204,-19426,-18642,-16833,-14922,-19122,-17838,-20085,-18979,-21931,-18547,-21027,-22025,-22431,-24764,-23171,-25133,-24432,-22500,-21548,-15148,-18848,-20889,-21993,-24608,-24570
"55","44","Final consumption expenditures of nonprofit institutions serving households (NPISHs) \1\","DNPIRX0",142455,139410,138834,141338,141273,142031,141830,141458,143255,144016,144918,146126,147599,151134,150972,150376,151033,153757,153466,153106,152079,151394,149437,146175,143282,139414,139763,139566,139617,140256,137587,140187,141284,139625,141657,143872,144526,146168,148293,149119,150854,152957,154778,156281,158228,160064,162077,163123,162798,162647,163247,163324,164193,164775,165033,165523,165542,165765,167763,168627,171765,172834,173600,172822,173640,174041,178265,179910,181420,184097,185336,185656,185086,185722,187233,189092,189816,190333,191291,192678,194519,195878,196540,197908,199242,199905,201715,203107,205220,206442,210108,213164,214867,215759,218577,219623,218758,216563,216019,218200,220598,220569,220877,219235,217757,219588,218937,217501,219616,219715,220290,218795,217759,217143,216199,216504,216376,218407,217679,213237,205896,203573,202431,205301,208286,211158,210841,211971,213720,219275,223606,224431,224533,224732,226461,227754,231888,234767,239471,241846,242900,241740,242779,242752,242070,240384,239163,236952,236795,238807,243524,246547,249933,255278,257369,255809,260584,265641,268207,268752,269173,269082,270465,272844,277594,283358,285583,283094,282107,278017,277724,273806,273217,273073,273567,276238,276214,279034,280638,281263,280867,281810,283460,285078,284249,284335,280631,279315,278632,273424,273579,274782,274101,274724,274149,275747,273881,274945,277324,280896,285622,279936,279733,282528,277455,281421,282728,282812,286345
"56","45","  Gross output of nonprofit institutions \2\","DNPERX0",632751,631345,633755,632737,635651,635950,634810,637803,638206,640466,640223,643495,643919,641143,647616,649566,649456,655501,653571,655382,657644,660893,661368,664879,660802,656289,656357,657525,659645,661711,662571,666364,667565,668074,671930,676670,681337,685361,688102,689265,691694,694859,698509,701385,704315,706608,708724,710467,711377,713286,715322,715853,717009,718675,720847,722946,724575,727517,731147,732972,734603,736604,739614,741204,744102,747135,749699,752755,755350,759033,762855,764866,768202,770306,774209,776734,779092,781588,786296,790249,792838,797023,800749,806266,811443,815292,819108,823998,827721,832193,835107,839384,840647,842047,843144,843152,842848,841210,841866,842816,843525,844053,844954,844521,844190,844935,846032,848231,850084,851656,852293,853536,855683,859049,860932,863778,867208,870657,871005,869621,866534,866872,866900,869001,871610,873764,875162,875624,876567,878606,884007,886929,890465,893252,895898,897001,899813,902035,903417,904777,906008,908206,912732,916115,919953,921710,924881,923368,922493,921811,922793,925378,927613,932069,934335,936053,940512,944727,947295,949758,951156,953250,955298,958733,961655,965476,966187,965103,966004,965317,966538,967028,967603,968651,969957,971692,974195,977235,978088,975905,972537,973082,977365,983999,988627,992031,990612,992528,995263,999015,1002231,1003554,999021,996523,996182,997106,1000024,1004685,998492,998208,1002772,1005027,1007894,1009731,1011402,1016898,1019993,1019155,1021368
"57","46","  Less: Receipts from sales of goods and services by nonprofit institutions \3\","DNPSRX0",493173,494962,498041,494356,497393,496900,495952,499389,497907,499402,498214,500266,499157,492690,499400,501995,501195,504490,502836,505045,508405,512410,514930,521898,520790,520279,519985,521382,523489,524927,528633,529747,529824,532134,533893,536364,540453,542800,543297,543597,544181,545112,546852,548143,548992,549311,549249,549878,551162,553283,554706,555164,555384,556447,558394,560009,561672,564468,565958,566869,565013,565878,568126,570666,572737,575429,573247,574543,575510,576268,578811,580530,584660,586108,588413,588883,590492,592483,596266,598765,599327,602109,605208,609353,613183,616404,618287,621763,623213,626456,625326,626324,625743,626207,624260,623164,623830,624555,625831,624467,622667,623249,623861,625154,626380,625243,627025,630717,630419,631897,631966,634717,637913,641908,644746,647293,650858,652294,653371,656390,660607,663259,664433,663680,663322,662635,664338,663681,662883,659328,660404,662519,665958,668549,669478,669299,668026,667415,664192,663236,663442,666754,670242,673627,678098,681477,685806,686437,685713,683096,679529,679176,678131,677437,677702,680866,680762,680155,680273,682188,683172,685322,686038,687187,685613,684002,682666,683936,685771,688831,690312,694297,695398,696558,697404,696749,699201,699684,699124,696491,693595,693315,696023,701013,706144,709328,711086,714034,717231,725240,728200,728446,724676,721746,721908,721435,725823,729387,721423,718110,718490,725449,728376,727783,733664,735565,737423,736550,735696
"58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","1. Net expenses of NPISHs, defined as their gross operating expenses less primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","sales to households.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2. Gross output is net of unrelated sales, secondary sales, and sales to business,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","to government, and to the rest of the world; excludes own-account investment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","(construction and software).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","3. Excludes unrelated sales, secondary sales, and sales to business, to government,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","and to the rest of the world; includes membership dues and fees.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","4. Food consists of food and beverages purchased for off-premises consumption;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
